supply_air_temp,supply_air_mass_flowrate,north_wall_temperature,west_wall_temperature,south_wall_temperature,south_window_temperature,east_wall_temperature,east_window_temperature,floor_temperature,ceiling_temperature,number_occupants,occupant_x_coordinate,occupant_y_coordinate,ambient_temperature_occupant_experiences
18,0.22,26,26,26,23,27,28,27,26,3,3.6,2.57,24.17769769
12,0.09,22,22,21,19,21,18,22,22,3,3.6,2.57,20.48389452
15,0.09,24,24,23,23,23,23,24,24,3,3.6,2.57,22.88255169
12,0.11,24,24,24,21,24,21,24,24,3,3.6,2.57,21.95069767
12,0.06,23,23,24,23,23,19,22,22,3,3.6,2.57,21.72786274
18,0.01,23,23,22,20,22,21,23,23,3,3.6,2.57,23.10947968
13,0.12,26,26,28,30,27,28,26,26,3,3.6,2.57,24.30240389
13,0.21,27,27,28,33,28,30,27,27,3,3.6,2.57,24.20535849
18,0.03,23,24,24,23,24,20,23,23,3,3.6,2.57,23.22908823
13,0.25,27,27,29,33,29,31,27,27,3,3.6,2.57,23.57479871
14,0.22,26,26,27,27,27,26,26,26,3,3.6,2.57,23.15937761
13,0.2,26,26,27,28,28,32,27,27,3,3.6,2.57,23.36284485
14,0.13,26,26,27,22,26,23,26,26,3,3.6,2.57,23.44698109
20,0.29,26,26,26,26,26,26,25,26,3,3.6,2.57,24.27085371
13,0.13,25,26,26,33,26,22,26,25,3,3.6,2.57,23.7869514
13,0.19,27,27,28,36,29,28,28,27,3,3.6,2.57,24.70208878
13,0.21,27,27,28,29,28,29,27,27,3,3.6,2.57,23.80808663
13,0.19,26,27,27,29,28,33,27,27,3,3.6,2.57,24.02369979
20,0.31,26,27,27,23,28,24,25,26,3,3.6,2.57,24.33224156
13,0.1,26,26,26,23,26,23,25,26,3,3.6,2.57,23.5222679
13,0.19,27,27,28,27,28,28,27,27,3,3.6,2.57,23.6787236
19,0.31,26,26,26,28,26,26,25,26,3,3.6,2.57,23.95777611
14,0.13,26,26,26,23,26,28,26,26,3,3.6,2.57,23.58978569
14,0.14,26,25,26,23,26,30,26,26,3,3.6,2.57,22.59130167
11,0.07,23,23,23,17,23,17,22,22,3,3.6,2.57,20.7765103
18,0.17,25,26,27,27,27,23,25,25,3,3.6,2.57,24.0227506
13,0.05,25,25,25,21,24,29,25,25,3,3.6,2.57,23.67252466
14,0.1,26,26,26,28,27,28,26,26,3,3.6,2.57,24.16052876
13,0.09,26,26,26,26,26,26,26,26,3,3.6,2.57,24.04217044
13,0.22,27,27,27,28,29,30,27,27,3,3.6,2.57,23.7639397
13,0.17,26,27,28,32,28,29,27,27,3,3.6,2.57,24.21841982
13,0.12,26,26,26,28,27,31,26,26,3,3.6,2.57,23.89446252
16,0.1,25,25,24,22,26,33,26,25,3,3.6,2.57,24.09605205
16,0.08,25,25,27,22,26,21,24,25,3,3.6,2.57,23.71104735
13,0.21,27,27,28,31,28,30,27,27,3,3.6,2.57,23.87143241
19,0.3,26,26,26,25,26,33,27,26,3,3.6,2.57,24.49599153
18,0.31,26,26,27,32,28,26,26,26,3,3.6,2.57,24.03847067
16,0.1,24,24,25,22,25,22,23,24,3,3.6,2.57,22.83027314
13,0.22,27,27,27,26,28,27,27,27,3,3.6,2.57,23.57512434
13,0.22,26,27,28,25,28,27,27,27,3,3.6,2.57,23.77908789
15,0.11,26,26,26,21,27,23,26,26,3,3.6,2.57,23.89987233
15,0.11,21,22,20,17,21,13,21,21,3,3.6,2.57,20.01376621
13,0.23,27,27,29,33,28,30,27,27,3,3.6,2.57,23.80633761
14,0.22,26,26,27,28,27,28,26,27,3,3.6,2.57,23.75254727
19,0.31,26,26,25,25,27,32,26,26,3,3.6,2.57,24.23409826
20,0.03,23,23,22,22,22,21,22,22,3,3.6,2.57,22.68131739
17,0.15,25,25,24,24,24,24,25,25,3,3.6,2.57,23.58444636
13,0.19,26,26,26,27,28,34,27,27,3,3.6,2.57,23.38271546
19,0.11,25,25,25,23,25,23,24,25,3,3.6,2.57,23.99182775
17,0.29,26,27,27,32,27,25,27,26,3,3.6,2.57,23.719147
13,0.21,26,26,27,28,28,28,26,27,3,3.6,2.57,23.56197848
13,0.15,26,26,28,29,27,29,26,27,3,3.6,2.57,24.14708528
16,0.16,26,26,27,29,27,24,26,26,3,3.6,2.57,24.35906866
18,0.28,26,27,28,24,28,25,27,27,3,3.6,2.57,24.81445988
15,0.16,26,26,26,27,26,24,25,26,3,3.6,2.57,23.75130122
11,0.11,24,24,23,21,23,25,24,24,3,3.6,2.57,21.70105733
13,0.05,25,25,24,21,25,28,25,25,3,3.6,2.57,23.59206027
11,0.11,25,26,25,31,26,26,26,25,3,3.6,2.57,23.36069778
17,0.29,26,27,27,29,27,23,27,26,3,3.6,2.57,23.61419055
17,0.31,26,27,27,25,27,31,27,27,3,3.6,2.57,24.09663108
13,0.22,27,27,28,30,28,25,28,27,3,3.6,2.57,23.7511989
13,0.18,26,27,29,33,28,28,27,27,3,3.6,2.57,24.33656002
14,0.11,21,21,21,13,20,13,20,20,3,3.6,2.57,19.11565774
19,0.31,26,26,26,28,26,26,26,26,3,3.6,2.57,24.12059947
11,0.08,22,22,22,18,22,18,22,22,3,3.6,2.57,20.61223593
16,0.17,26,27,27,32,27,24,27,26,3,3.6,2.57,24.66100782
17,0.31,26,26,27,24,27,26,26,27,3,3.6,2.57,23.98584012
19,0.24,25,25,26,24,26,23,24,25,3,3.6,2.57,23.6551394
15,0.16,25,25,25,23,25,27,26,26,3,3.6,2.57,23.67268172
18,0.1,24,24,24,22,24,22,24,24,3,3.6,2.57,23.21496887
14,0.12,26,27,26,29,26,22,27,26,3,3.6,2.57,24.33570136
19,0.3,26,26,28,35,27,24,27,26,3,3.6,2.57,24.75292674
13,0.09,25,25,25,21,25,21,25,25,3,3.6,2.57,22.99926818
14,0.15,26,26,27,28,27,27,26,26,3,3.6,2.57,23.71282962
15,0.09,25,26,25,24,26,25,25,26,3,3.6,2.57,23.934799
13,0.07,23,23,22,21,23,20,22,23,3,3.6,2.57,21.51658109
13,0.19,26,27,28,30,29,30,26,27,3,3.6,2.57,23.73221868
16,0.18,26,26,27,25,27,25,26,26,3,3.6,2.57,23.46071212
13,0.22,26,27,28,30,28,27,27,27,3,3.6,2.57,23.28800345
19,0.29,26,26,26,28,26,27,26,26,3,3.6,2.57,24.29851284
19,0.29,26,27,28,30,28,25,26,26,3,3.6,2.57,24.46013155
18,0.18,25,25,24,23,25,23,25,25,3,3.6,2.57,23.66368799
15,0.11,26,26,26,21,27,23,26,26,3,3.6,2.57,23.85866514
13,0.16,26,26,28,30,28,29,26,27,3,3.6,2.57,23.9744846
14,0.23,26,27,28,32,29,23,27,26,3,3.6,2.57,23.8182459
16,0.04,23,23,23,18,23,18,23,23,3,3.6,2.57,22.50819705
16,0.02,22,23,21,14,21,26,23,22,3,3.6,2.57,22.09357338
14,0.18,26,27,27,34,27,22,27,26,3,3.6,2.57,24.16330685
17,0.23,26,26,26,25,27,35,27,26,3,3.6,2.57,23.7775277
13,0.15,26,27,27,27,27,32,27,27,3,3.6,2.57,24.25967337
16,0.1,25,26,25,23,25,27,26,26,3,3.6,2.57,24.34850861
13,0.22,27,27,27,29,28,32,27,27,3,3.6,2.57,23.40561865
14,0.11,25,25,25,24,26,24,25,26,3,3.6,2.57,23.44267265
14,0.04,24,24,24,21,25,22,24,24,3,3.6,2.57,23.16317821
12,0.04,24,26,26,22,27,19,24,24,3,3.6,2.57,23.26481175
16,0.08,25,25,26,22,25,21,24,25,3,3.6,2.57,23.52906606
13,0.24,27,27,28,31,28,29,27,27,3,3.6,2.57,23.56132638
18,0.06,24,24,24,23,24,23,24,24,3,3.6,2.57,23.68292109
14,0.15,26,26,26,25,26,25,26,26,3,3.6,2.57,23.8083785
13,0.17,26,27,28,26,28,27,27,27,3,3.6,2.57,24.14371512
13,0.16,26,26,26,28,27,29,26,26,3,3.6,2.57,23.69549412
13,0.13,26,26,27,30,27,29,26,27,3,3.6,2.57,24.39965283
14,0.07,22,22,22,16,23,15,21,21,3,3.6,2.57,20.44347864
13,0.15,26,27,27,26,27,27,26,27,3,3.6,2.57,23.60957363
12,0.11,26,26,26,31,26,22,26,26,3,3.6,2.57,23.79824994
14,0.2,26,27,27,25,27,23,27,27,3,3.6,2.57,23.73922375
16,0.01,23,23,21,24,21,23,24,23,3,3.6,2.57,23.58620502
11,0.06,24,25,23,19,23,28,24,24,3,3.6,2.57,22.52840935
18,0.18,25,25,26,22,25,22,25,25,3,3.6,2.57,23.71243585
15,0.11,21,21,20,16,20,15,21,21,3,3.6,2.57,19.94061667
16,0.06,24,24,25,22,24,21,24,24,3,3.6,2.57,23.36497902
13,0.16,26,27,27,31,28,27,27,27,3,3.6,2.57,24.40702899
17,0.31,26,27,29,33,28,25,27,26,3,3.6,2.57,23.97255361
13,0.07,25,26,24,26,24,30,26,25,3,3.6,2.57,24.18536074
13,0.21,26,27,28,28,28,28,26,27,3,3.6,2.57,23.15640006
15,0.15,25,25,25,23,27,32,26,25,3,3.6,2.57,23.0331689
16,0.07,22,22,21,17,21,17,21,22,3,3.6,2.57,20.92819242
21,0.25,25,25,26,24,26,24,25,25,3,3.6,2.57,24.27642764
13,0.14,26,26,28,29,27,28,26,26,3,3.6,2.57,23.97061031
17,0.08,25,25,25,24,25,25,25,25,3,3.6,2.57,24.17220102
13,0.15,25,27,27,33,27,22,27,25,3,3.6,2.57,23.66161409
13,0.18,26,27,27,27,28,25,27,27,3,3.6,2.57,23.95210488
14,0.13,26,26,26,23,26,28,26,26,3,3.6,2.57,23.71696196
17,0.1,25,26,25,25,26,24,25,25,3,3.6,2.57,24.07300023
14,0.13,26,26,27,30,27,24,26,26,3,3.6,2.57,24.23239109
15,0.09,22,22,21,17,21,16,21,21,3,3.6,2.57,20.34960893
16,0.11,24,25,24,24,24,23,24,24,3,3.6,2.57,23.00952495
16,0.07,23,24,24,20,23,20,23,23,3,3.6,2.57,22.43746975
13,0.15,26,27,27,28,27,32,27,27,3,3.6,2.57,24.18690174
13,0.08,25,25,24,25,25,31,26,25,3,3.6,2.57,23.90995164
18,0.03,21,21,20,18,20,18,21,21,3,3.6,2.57,21.12868069
13,0.17,27,27,29,33,28,30,27,27,3,3.6,2.57,24.31796018
29,0.01,21,21,20,17,20,17,21,21,3,3.6,2.57,21.24508428
16,0.15,25,26,26,23,26,23,25,25,3,3.6,2.57,23.49332057
13,0.15,27,27,27,27,28,28,27,27,3,3.6,2.57,24.14432781
13,0.07,22,22,22,18,21,18,21,22,3,3.6,2.57,20.74688022
13,0.15,26,27,27,33,27,28,27,27,3,3.6,2.57,24.44077512
13,0.06,25,26,25,25,25,28,25,26,3,3.6,2.57,23.99235996
13,0.14,26,27,27,26,28,28,27,27,3,3.6,2.57,23.77922196
17,0.31,26,27,27,25,28,30,27,27,3,3.6,2.57,24.1502347
15,0.04,25,25,24,24,24,26,24,25,3,3.6,2.57,23.87492182
17,0.23,26,26,27,22,27,24,26,26,3,3.6,2.57,23.76843138
14,0.04,25,26,25,23,25,26,25,25,3,3.6,2.57,24.17088868
14,0.11,25,25,26,22,26,22,24,25,3,3.6,2.57,22.82783903
19,0.04,23,23,22,16,22,16,22,22,3,3.6,2.57,22.00372875
17,0.31,26,27,29,35,28,26,27,26,3,3.6,2.57,24.12925491
13,0.05,25,25,25,25,25,26,25,25,3,3.6,2.57,23.91224277
16,0.23,26,27,27,33,28,29,27,27,3,3.6,2.57,24.60900889
15,0.14,25,26,25,30,25,22,26,25,3,3.6,2.57,23.82339285
17,0.11,21,21,20,13,19,13,20,20,3,3.6,2.57,19.61832611
13,0.23,27,27,29,29,28,27,28,27,3,3.6,2.57,24.01282019
15,0.06,24,24,24,26,24,23,24,24,3,3.6,2.57,23.43416802
13,0.13,26,26,26,27,28,34,26,26,3,3.6,2.57,23.85611304
16,0.27,26,26,27,24,27,34,28,27,3,3.6,2.57,23.83384062
21,0.3,26,26,26,24,26,33,26,26,3,3.6,2.57,24.72053507
13,0.1,22,22,21,18,21,17,21,21,3,3.6,2.57,20.00646808
13,0.03,24,25,24,26,24,17,25,23,3,3.6,2.57,23.62339588
13,0.24,27,27,27,30,28,33,27,27,3,3.6,2.57,23.23678575
12,0.07,24,25,25,21,24,21,24,24,3,3.6,2.57,22.56513374
15,0.09,24,24,23,22,23,23,24,24,3,3.6,2.57,22.65701129
13,0.07,25,25,24,22,25,30,26,25,3,3.6,2.57,23.78629589
19,0.23,26,26,25,25,27,31,26,26,3,3.6,2.57,24.35246985
12,0.11,21,21,21,16,21,16,20,21,3,3.6,2.57,19.2311021
13,0.06,24,25,26,27,25,22,24,24,3,3.6,2.57,23.26036169
27,0.08,20,20,20,15,20,15,19,20,3,3.6,2.57,20.6595051
13,0.14,26,26,27,29,28,33,26,27,3,3.6,2.57,23.16738594
13,0.16,26,26,27,29,27,29,26,26,3,3.6,2.57,23.35337605
13,0.12,26,26,27,29,28,28,26,26,3,3.6,2.57,24.02178927
13,0.12,26,26,28,27,27,26,26,26,3,3.6,2.57,23.74686212
15,0.07,25,25,25,25,25,25,25,25,3,3.6,2.57,23.8846985
19,0.09,21,21,20,16,20,16,20,20,3,3.6,2.57,20.39020288
15,0.1,21,21,20,16,20,16,20,20,3,3.6,2.57,19.56848213
20,0.03,24,24,24,20,23,20,24,24,3,3.6,2.57,23.89055148
12,0.11,26,26,26,24,26,23,26,26,3,3.6,2.57,23.48139452
13,0.12,26,26,26,26,26,32,26,26,3,3.6,2.57,22.93350572
14,0.18,26,27,27,29,27,23,27,26,3,3.6,2.57,23.92309366
14,0.15,26,26,26,26,26,27,26,26,3,3.6,2.57,23.92937035
18,0.04,23,23,23,24,23,23,23,23,3,3.6,2.57,23.13119865
15,0.11,25,26,28,29,28,23,25,25,3,3.6,2.57,24.0592531
23,0.02,21,21,20,18,20,20,21,21,3,3.6,2.57,21.4066078
14,0.13,26,26,26,23,26,28,26,26,3,3.6,2.57,23.71696196
13,0.11,26,26,26,26,26,32,26,26,3,3.6,2.57,24.15969586
13,0.19,26,26,27,29,28,32,26,27,3,3.6,2.57,23.08436161
20,0.29,26,26,27,26,27,25,26,26,3,3.6,2.57,24.49906086
16,0.21,26,26,27,23,27,24,26,26,3,3.6,2.57,23.78294761
17,0.13,25,26,26,23,26,23,25,25,3,3.6,2.57,23.78502687
20,0.09,25,25,25,23,25,23,25,25,3,3.6,2.57,24.41363254
13,0.26,27,28,29,35,29,28,28,27,3,3.6,2.57,24.24886632
12,0.05,25,25,26,22,26,22,24,25,3,3.6,2.57,23.15016909
14,0.08,25,25,25,23,25,25,25,25,3,3.6,2.57,23.57127635
13,0.06,25,25,24,21,25,33,26,25,3,3.6,2.57,23.88650509
19,0.04,24,25,23,28,23,20,24,23,3,3.6,2.57,24.04661618
19,0.31,26,26,27,26,27,31,27,27,3,3.6,2.57,24.66176503
19,0.03,23,23,22,20,22,20,23,23,3,3.6,2.57,22.9844634
19,0.3,26,27,28,32,29,24,26,26,3,3.6,2.57,24.37884661
13,0.13,26,27,27,25,28,26,27,27,3,3.6,2.57,24.16818313
13,0.17,26,27,29,32,28,27,27,27,3,3.6,2.57,24.31936947
16,0.09,21,21,21,16,21,16,21,21,3,3.6,2.57,20.33244058
18,0.05,24,25,24,23,24,23,24,24,3,3.6,2.57,23.84259211
18,0.18,25,26,25,25,26,24,25,25,3,3.6,2.57,23.85755123
12,0.09,22,24,20,23,21,17,22,21,3,3.6,2.57,20.77016756
19,0.23,26,26,26,24,26,31,27,26,3,3.6,2.57,24.17557221
18,0.21,26,26,26,24,26,30,26,26,3,3.6,2.57,24.07827592
18,0.03,23,23,22,19,24,28,23,23,3,3.6,2.57,23.0567793
21,0.29,25,25,26,24,26,24,25,26,3,3.6,2.57,24.47871613
18,0.29,26,26,27,27,27,25,26,26,3,3.6,2.57,24.21173714
13,0.06,25,26,26,23,26,23,25,26,3,3.6,2.57,23.75261403
15,0.03,23,25,24,19,26,16,23,22,3,3.6,2.57,22.53147933
17,0.24,25,26,26,29,27,28,26,25,3,3.6,2.57,23.43530813
17,0.03,23,23,21,18,21,21,23,23,3,3.6,2.57,22.55278177
16,0.1,25,25,25,25,25,26,25,26,3,3.6,2.57,23.96554755
19,0.31,25,25,25,24,26,35,26,26,3,3.6,2.57,24.14497929
19,0.27,25,25,26,27,25,25,24,25,3,3.6,2.57,23.63230865
17,0.12,25,25,25,24,25,24,25,25,3,3.6,2.57,23.53399785
13,0.13,26,27,27,26,27,27,26,27,3,3.6,2.57,24.09632132
20,0.31,26,26,26,25,26,25,26,26,3,3.6,2.57,24.42110958
17,0.08,21,21,20,15,20,15,20,20,3,3.6,2.57,19.92842773
18,0.28,26,26,27,23,27,25,26,26,3,3.6,2.57,23.86106931
20,0.31,25,25,26,24,25,24,25,25,3,3.6,2.57,23.96936569
14,0.04,22,23,23,19,23,15,23,22,3,3.6,2.57,21.79596967
13,0.03,24,24,23,21,23,21,23,24,3,3.6,2.57,22.91095836
19,0.15,25,25,25,25,25,25,25,25,3,3.6,2.57,24.21309472
18,0.04,24,24,24,23,24,23,24,24,3,3.6,2.57,23.82422076
19,0.29,26,27,28,30,27,26,26,26,3,3.6,2.57,24.44143688
15,0.09,22,22,21,17,21,17,21,21,3,3.6,2.57,20.37777179
19,0.31,26,27,29,33,28,25,26,26,3,3.6,2.57,24.45591213
20,0.03,23,23,23,22,23,23,23,23,3,3.6,2.57,23.29364748
11,0.07,24,26,26,26,27,21,24,24,3,3.6,2.57,22.96001247
19,0.24,26,26,26,24,26,28,26,26,3,3.6,2.57,24.58483248
18,0.31,26,27,28,30,28,26,27,26,3,3.6,2.57,24.18456065
24,0.07,21,21,21,17,20,13,21,20,3,3.6,2.57,21.15705794
15,0.2,26,26,27,26,27,26,26,26,3,3.6,2.57,23.7472802
19,0.13,25,25,25,24,25,25,25,26,3,3.6,2.57,24.47630223
13,0.09,26,26,27,26,26,26,26,26,3,3.6,2.57,24.15363048
13,0.15,26,27,28,30,28,30,26,27,3,3.6,2.57,24.27406893
15,0.09,21,21,20,15,20,15,20,20,3,3.6,2.57,19.52587249
14,0.06,25,25,26,24,26,24,25,25,3,3.6,2.57,23.79937228
23,0.09,20,20,19,14,19,13,20,20,3,3.6,2.57,20.3286428
16,0.11,21,21,20,14,20,13,20,20,3,3.6,2.57,19.51403772
13,0.13,26,26,27,26,27,27,26,26,3,3.6,2.57,23.85278695
15,0.08,25,26,25,25,25,24,25,25,3,3.6,2.57,23.80635347
13,0.11,26,27,27,25,28,25,26,26,3,3.6,2.57,23.9320003
17,0.03,24,25,22,20,22,25,23,23,3,3.6,2.57,23.13654677
11,0.1,24,24,24,23,24,21,24,24,3,3.6,2.57,22.03376264
20,0.3,26,26,26,25,27,25,26,26,3,3.6,2.57,24.42538232
20,0.21,25,25,25,25,26,26,25,25,3,3.6,2.57,24.23820441
18,0.17,25,25,25,24,25,30,25,25,3,3.6,2.57,23.94009981
17,0.02,24,24,23,23,23,23,24,24,3,3.6,2.57,24.00873168
16,0.04,22,22,21,17,21,17,22,22,3,3.6,2.57,21.58327715
16,0.07,22,23,23,20,23,20,22,22,3,3.6,2.57,21.76438285
17,0.08,21,21,20,15,20,15,20,21,3,3.6,2.57,20.14190113
17,0.08,21,21,20,15,20,15,20,21,3,3.6,2.57,20.14190113
16,0.02,22,23,21,16,21,25,22,22,3,3.6,2.57,21.97535959
21,0.3,25,26,26,25,26,25,25,26,3,3.6,2.57,24.57240956
17,0.14,25,26,27,27,26,23,25,25,3,3.6,2.57,23.87625759
17,0.07,21,22,19,15,19,21,21,21,3,3.6,2.57,20.57345434
13,0.14,26,26,27,29,27,30,26,26,3,3.6,2.57,24.08812553
26,0.07,21,21,20,16,20,16,20,20,3,3.6,2.57,21.0645092
15,0.28,27,28,28,32,29,24,28,26,3,3.6,2.57,24.2027926
19,0.31,26,26,26,26,27,26,26,26,3,3.6,2.57,24.10101596
15,0.07,22,22,22,16,22,15,21,21,3,3.6,2.57,20.60482468
16,0.07,21,21,20,18,20,18,21,21,3,3.6,2.57,20.59339915
13,0.12,26,26,27,30,28,27,26,26,3,3.6,2.57,24.15075164
16,0.09,25,25,25,26,25,24,25,25,3,3.6,2.57,23.88190451
12,0.11,24,24,24,21,24,21,24,24,3,3.6,2.57,21.94029429
15,0.2,26,27,27,26,28,25,27,27,3,3.6,2.57,23.94951343
17,0.2,25,26,26,24,26,24,25,26,3,3.6,2.57,23.75789521
13,0.24,27,27,28,31,28,28,27,27,3,3.6,2.57,23.52134131
14,0.08,25,26,26,25,26,22,26,25,3,3.6,2.57,24.07485145
18,0.25,26,26,26,29,27,27,26,26,3,3.6,2.57,24.03811559
18,0.15,25,26,27,23,26,23,25,25,3,3.6,2.57,23.78701579
16,0.26,26,26,26,26,27,34,26,26,3,3.6,2.57,23.29514658
14,0.02,24,25,25,20,25,22,24,24,3,3.6,2.57,23.83779251
20,0.04,22,23,21,19,21,19,22,22,3,3.6,2.57,22.20809386
13,0.21,27,27,29,31,28,30,27,27,3,3.6,2.57,24.03864339
18,0.03,23,23,22,19,22,18,22,23,3,3.6,2.57,22.46253754
15,0.05,24,24,24,23,25,21,24,24,3,3.6,2.57,23.29472453
13,0.17,26,26,26,27,27,27,26,26,3,3.6,2.57,23.5376858
13,0.18,26,26,27,29,27,35,27,27,3,3.6,2.57,23.51773784
12,0.02,24,24,24,22,24,22,24,24,3,3.6,2.57,23.64613485
27,0.01,22,22,20,16,20,18,22,22,3,3.6,2.57,21.82105939
13,0.15,26,26,27,29,29,34,27,27,3,3.6,2.57,23.84329257
17,0.29,26,26,28,29,27,26,26,26,3,3.6,2.57,23.74328976
13,0.11,25,26,27,32,27,22,25,24,3,3.6,2.57,23.46404732
19,0.03,22,22,20,16,20,16,22,22,3,3.6,2.57,21.60860959
19,0.09,21,21,20,16,20,15,20,20,3,3.6,2.57,20.37643943
13,0.2,26,26,27,27,27,33,27,27,3,3.6,2.57,23.10720666
11,0.11,22,23,21,21,21,17,22,22,3,3.6,2.57,20.32565935
14,0.2,26,27,27,25,27,23,27,27,3,3.6,2.57,23.73922375
13,0.03,24,25,24,26,24,17,25,23,3,3.6,2.57,23.62339588
20,0.26,25,25,25,25,26,30,26,26,3,3.6,2.57,24.31537779
16,0.06,24,25,25,23,25,23,24,24,3,3.6,2.57,23.51993713
18,0.08,21,21,20,15,20,15,20,20,3,3.6,2.57,20.1249848
15,0.12,26,27,25,30,25,28,26,26,3,3.6,2.57,24.24995604
18,0.31,26,26,26,25,26,33,27,26,3,3.6,2.57,24.07821097
14,0.05,25,25,25,21,25,21,24,25,3,3.6,2.57,23.40704575
19,0.31,26,27,27,25,27,26,27,27,3,3.6,2.57,24.60617473
16,0.03,25,25,23,23,23,29,24,24,3,3.6,2.57,24.02338156
13,0.2,26,26,27,30,28,29,26,27,3,3.6,2.57,23.21021127
13,0.11,26,26,26,26,26,32,26,26,3,3.6,2.57,24.15969586
13,0.14,26,27,28,27,27,28,26,27,3,3.6,2.57,24.16930721
18,0.21,26,26,26,26,26,25,26,26,3,3.6,2.57,24.39975844
15,0.2,26,26,26,23,26,32,27,26,3,3.6,2.57,23.68432663
17,0.3,26,27,28,32,28,24,26,26,3,3.6,2.57,24.07048029
16,0.31,26,27,28,35,28,24,27,27,3,3.6,2.57,24.02518284
14,0.15,26,26,27,27,26,27,26,26,3,3.6,2.57,23.93591983
11,0.07,25,25,25,21,25,21,24,25,3,3.6,2.57,22.72293031
16,0.09,25,25,25,23,25,23,25,25,3,3.6,2.57,23.68706391
18,0.31,26,26,26,25,26,31,27,26,3,3.6,2.57,24.05765172
18,0.3,26,26,27,23,27,25,26,27,3,3.6,2.57,24.29384196
18,0.03,23,23,22,20,22,22,23,23,3,3.6,2.57,22.91962961
14,0.04,25,26,25,23,25,26,25,25,3,3.6,2.57,24.17088868
13,0.11,25,25,25,22,26,22,25,25,3,3.6,2.57,22.77881178
25,0.07,21,21,21,14,20,14,21,21,3,3.6,2.57,21.28645882
15,0.1,24,24,24,24,24,22,23,23,3,3.6,2.57,22.41107464
17,0.24,26,27,27,35,27,24,26,25,3,3.6,2.57,23.87790683
13,0.01,22,23,20,20,21,23,23,22,3,3.6,2.57,22.57057669
18,0.29,26,26,26,29,26,30,26,26,3,3.6,2.57,24.02667197
13,0.18,26,26,26,27,27,35,27,27,3,3.6,2.57,24.16449817
16,0.09,26,26,26,22,26,23,26,26,3,3.6,2.57,24.27499844
12,0.05,24,25,23,25,24,29,25,24,3,3.6,2.57,23.39409974
11,0.07,25,26,25,19,26,27,27,25,3,3.6,2.57,23.76494414
13,0.06,25,25,25,25,25,25,25,25,3,3.6,2.57,23.87412396
13,0.08,24,25,25,20,25,20,23,23,3,3.6,2.57,22.10208241
21,0.29,25,26,25,25,25,25,25,26,3,3.6,2.57,24.48698573
16,0.23,26,27,27,33,28,29,27,27,3,3.6,2.57,24.60900889
18,0.28,26,27,28,34,27,24,27,26,3,3.6,2.57,24.65294547
13,0.04,24,25,25,23,27,21,23,23,3,3.6,2.57,22.85266844
24,0.07,21,21,20,17,20,16,20,20,3,3.6,2.57,20.96923689
17,0.03,22,22,21,18,21,18,22,22,3,3.6,2.57,21.85733378
17,0.31,26,27,28,33,28,25,26,26,3,3.6,2.57,23.79652861
13,0.13,26,27,27,26,28,27,26,27,3,3.6,2.57,23.24250028
17,0.31,26,27,27,25,28,30,27,27,3,3.6,2.57,24.1502347
13,0.08,25,26,26,25,26,25,25,25,3,3.6,2.57,23.6649399
16,0.31,27,27,28,33,28,26,27,27,3,3.6,2.57,24.06385723
13,0.2,26,26,27,27,27,33,27,27,3,3.6,2.57,23.10720666
11,0.11,26,26,26,21,27,26,27,26,3,3.6,2.57,23.50332097
14,0.13,26,26,27,26,26,26,25,26,3,3.6,2.57,23.10381394
15,0.21,26,26,27,29,28,27,26,26,3,3.6,2.57,23.50417606
19,0.03,22,22,21,18,21,18,21,22,3,3.6,2.57,21.67645042
13,0.06,25,26,27,26,27,22,25,25,3,3.6,2.57,24.00634606
19,0.3,25,26,25,24,25,30,26,26,3,3.6,2.57,24.26205989
13,0.2,26,26,27,28,28,29,26,27,3,3.6,2.57,23.24710042
11,0.11,22,22,21,19,21,19,22,22,3,3.6,2.57,20.1604362
13,0.16,26,26,27,27,27,34,27,27,3,3.6,2.57,23.4307204
13,0.15,26,27,28,27,28,29,27,27,3,3.6,2.57,24.32154159
13,0.21,27,27,28,27,28,27,27,27,3,3.6,2.57,23.76740473
13,0.1,25,25,26,26,26,23,25,25,3,3.6,2.57,23.16107354
13,0.22,26,26,27,29,28,29,26,27,3,3.6,2.57,23.26568058
13,0.15,26,26,27,26,27,27,26,27,3,3.6,2.57,23.84090684
15,0.08,25,25,25,25,25,25,25,26,3,3.6,2.57,24.1227206
25,0.08,21,21,20,16,20,16,20,21,3,3.6,2.57,21.2372582
27,0.03,22,23,20,17,20,23,22,21,3,3.6,2.57,22.14973937
12,0.05,25,25,25,22,25,22,25,25,3,3.6,2.57,23.42952614
13,0.16,26,26,26,28,27,29,26,26,3,3.6,2.57,23.69549412
17,0.03,22,23,21,15,21,25,23,22,3,3.6,2.57,22.05350321
11,0.09,25,26,27,29,26,21,25,25,3,3.6,2.57,23.28895407
12,0.1,22,22,20,19,20,19,21,21,3,3.6,2.57,19.91287027
13,0.28,27,28,29,37,29,28,28,27,3,3.6,2.57,23.72521684
13,0.12,26,26,27,26,26,26,25,26,3,3.6,2.57,23.38750189
24,0.08,20,21,20,12,20,13,20,20,3,3.6,2.57,20.39742828
13,0.11,26,26,26,25,26,30,26,26,3,3.6,2.57,23.95723532
13,0.09,24,25,25,21,25,21,24,24,3,3.6,2.57,22.59068555
17,0.25,26,26,27,26,26,25,26,26,3,3.6,2.57,23.96043208
